Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 1388, 22, 20.980075, 41.970722, 63.331394, 0.000000, 63.331394, 0.000000, 0, 6940, 0, 0.00, 0.00, 0
10.00, 1427, 22, 19.266618, 44.664347, 64.035046, 0.000000, 64.035046, 0.000000, 0, 7139, 0, 0.00, 0.00, 0
15.00, 1432, 22, 19.529409, 44.506429, 64.127236, 0.000000, 64.127236, 0.000000, 0, 7163, 0, 0.00, 0.00, 0
20.00, 1447, 22, 19.007217, 44.024067, 63.136164, 0.000000, 63.136164, 0.000000, 0, 7238, 0, 0.00, 0.00, 0
25.00, 1395, 22, 19.778033, 45.836932, 65.744694, 0.000000, 65.744694, 0.000000, 0, 6978, 0, 0.00, 0.00, 0
30.00, 1401, 23, 19.519535, 45.366610, 64.976206, 0.000000, 64.976206, 0.000000, 0, 7008, 0, 0.00, 0.00, 0
35.00, 1446, 22, 18.992135, 43.933778, 63.032894, 0.000000, 63.032894, 0.000000, 0, 7233, 0, 0.00, 0.00, 0
40.00, 1426, 22, 19.270909, 44.685626, 64.053212, 0.000000, 64.053212, 0.000000, 0, 7133, 0, 0.00, 0.00, 0
45.00, 1473, 22, 18.560586, 43.572288, 62.243915, 0.000000, 62.243915, 0.000000, 0, 7369, 0, 0.00, 0.00, 0
50.00, 1381, 23, 19.937310, 45.868959, 65.896273, 0.000000, 65.896273, 0.000000, 0, 6905, 0, 0.00, 0.00, 0
55.00, 1424, 22, 19.415294, 45.204335, 64.726586, 0.000000, 64.726586, 0.000000, 0, 7120, 0, 0.00, 0.00, 0
60.00, 1440, 22, 19.013227, 44.171812, 63.296739, 0.000000, 63.296739, 0.000000, 0, 7204, 0, 0.00, 0.00, 0
65.00, 1380, 22, 20.088388, 46.178785, 66.341245, 0.000000, 66.341245, 0.000000, 0, 6901, 0, 0.00, 0.00, 0
70.00, 1420, 22, 19.393319, 45.048806, 64.577856, 0.000000, 64.577856, 0.000000, 0, 7101, 0, 0.00, 0.00, 0
70.00, 42, 4, 10.136575, 41.157092, 51.424339, 0.000000, 51.424339, 0.000000, 0, 214, 0, 0.00, 0.00, 0
Type, Interval, Responses
GET, 11.0, 4
GET, 11.1, 9
GET, 11.2, 8
GET, 11.3, 10
GET, 11.4, 11
GET, 11.5, 8
GET, 11.6, 9
GET, 11.7, 8
GET, 11.8, 9
GET, 11.9, 7
GET, 12.0, 17
GET, 12.1, 15
GET, 12.2, 9
GET, 12.3, 15
GET, 12.4, 9
GET, 12.5, 8
GET, 12.6, 14
GET, 12.7, 17
GET, 12.8, 8
GET, 12.9, 12
GET, 13.0, 12
GET, 13.1, 4
GET, 13.2, 8
GET, 13.3, 10
GET, 13.4, 7
GET, 13.5, 8
GET, 13.6, 12
GET, 13.7, 12
GET, 13.8, 11
GET, 13.9, 12
GET, 14.0, 18
GET, 14.1, 12
GET, 14.2, 17
GET, 14.3, 12
GET, 14.4, 11
GET, 14.5, 19
GET, 14.6, 13
GET, 14.7, 14
GET, 14.8, 11
GET, 14.9, 15
GET, 15.0, 20
GET, 15.1, 17
GET, 15.2, 15
GET, 15.3, 11
GET, 15.4, 10
GET, 15.5, 7
GET, 15.6, 11
GET, 15.7, 8
GET, 15.8, 1
GET, 15.9, 2
GET, 16.0, 3
GET, 16.1, 6
GET, 16.2, 7
GET, 16.3, 3
GET, 16.4, 6
GET, 16.5, 14
GET, 16.6, 5
GET, 16.7, 8
GET, 16.8, 10
GET, 16.9, 8
GET, 17.0, 7
GET, 17.1, 10
GET, 17.2, 8
GET, 17.3, 11
GET, 17.4, 12
GET, 17.5, 7
GET, 17.6, 10
GET, 17.7, 6
GET, 17.8, 7
GET, 17.9, 6
GET, 18.0, 3
GET, 18.1, 7
GET, 18.2, 9
GET, 18.3, 10
GET, 18.4, 13
GET, 18.5, 6
GET, 18.6, 2
GET, 18.7, 12
GET, 18.8, 8
GET, 18.9, 14
GET, 19.0, 9
GET, 19.1, 11
GET, 19.2, 6
GET, 19.3, 17
GET, 19.4, 12
GET, 19.5, 15
GET, 19.6, 13
GET, 19.7, 12
GET, 19.8, 13
GET, 19.9, 12
GET, 20.0, 15
GET, 20.1, 15
GET, 20.2, 14
GET, 20.3, 9
GET, 20.4, 16
GET, 20.5, 6
GET, 20.6, 10
GET, 20.7, 16
GET, 20.8, 23
GET, 20.9, 16
GET, 21.0, 27
GET, 21.1, 25
GET, 21.2, 28
GET, 21.3, 19
GET, 21.4, 29
GET, 21.5, 22
GET, 21.6, 33
GET, 21.7, 31
GET, 21.8, 32
GET, 21.9, 23
GET, 22.0, 33
GET, 22.1, 42
GET, 22.2, 29
GET, 22.3, 28
GET, 22.4, 27
GET, 22.5, 27
GET, 22.6, 44
GET, 22.7, 34
GET, 22.8, 48
GET, 22.9, 44
GET, 23.0, 53
GET, 23.1, 52
GET, 23.2, 45
GET, 23.3, 45
GET, 23.4, 35
GET, 23.5, 29
GET, 23.6, 43
GET, 23.7, 43
GET, 23.8, 49
GET, 23.9, 63
GET, 24.0, 60
GET, 24.1, 89
GET, 24.2, 67
GET, 24.3, 58
GET, 24.4, 93
GET, 24.5, 83
GET, 24.6, 99
GET, 24.7, 119
GET, 24.8, 136
GET, 24.9, 148
GET, 25.0, 148
GET, 25.1, 138
GET, 25.2, 176
GET, 25.3, 182
GET, 25.4, 147
GET, 25.5, 151
GET, 25.6, 141
GET, 25.7, 149
GET, 25.8, 150
GET, 25.9, 137
GET, 26.0, 152
GET, 26.1, 155
GET, 26.2, 168
GET, 26.3, 179
GET, 26.4, 150
GET, 26.5, 193
GET, 26.6, 184
GET, 26.7, 183
GET, 26.8, 181
GET, 26.9, 200
GET, 27.0, 228
GET, 27.1, 216
GET, 27.2, 249
GET, 27.3, 237
GET, 27.4, 214
GET, 27.5, 254
GET, 27.6, 224
GET, 27.7, 255
GET, 27.8, 267
GET, 27.9, 276
GET, 28.0, 254
GET, 28.1, 220
GET, 28.2, 227
GET, 28.3, 252
GET, 28.4, 230
GET, 28.5, 266
GET, 28.6, 293
GET, 28.7, 275
GET, 28.8, 281
GET, 28.9, 306
GET, 29.0, 308
GET, 29.1, 328
GET, 29.2, 359
GET, 29.3, 364
GET, 29.4, 418
GET, 29.5, 423
GET, 29.6, 473
GET, 29.7, 479
GET, 29.8, 542
GET, 29.9, 540
GET, 30.0, 559
GET, 30.1, 591
GET, 30.2, 582
GET, 30.3, 608
GET, 30.4, 553
GET, 30.5, 555
GET, 30.6, 513
GET, 30.7, 456
GET, 30.8, 372
GET, 30.9, 289
GET, 31.0, 272
GET, 31.1, 225
GET, 31.2, 184
GET, 31.3, 152
GET, 31.4, 144
GET, 31.5, 140
GET, 31.6, 113
GET, 31.7, 101
GET, 31.8, 108
GET, 31.9, 75
GET, 32.0, 87
GET, 32.1, 92
GET, 32.2, 88
GET, 32.3, 91
GET, 32.4, 76
GET, 32.5, 96
GET, 32.6, 92
GET, 32.7, 85
GET, 32.8, 90
GET, 32.9, 75
GET, 33.0, 61
GET, 33.1, 59
GET, 33.2, 71
GET, 33.3, 74
GET, 33.4, 82
GET, 33.5, 73
GET, 33.6, 71
GET, 33.7, 81
GET, 33.8, 98
GET, 33.9, 76
GET, 34.0, 80
GET, 34.1, 69
GET, 34.2, 67
GET, 34.3, 70
GET, 34.4, 93
GET, 34.5, 72
GET, 34.6, 72
GET, 34.7, 64
GET, 34.8, 78
GET, 34.9, 60
GET, 35.0, 59
GET, 35.1, 53
GET, 35.2, 75
GET, 35.3, 56
GET, 35.4, 61
GET, 35.5, 58
GET, 35.6, 56
GET, 35.7, 70
GET, 35.8, 65
GET, 35.9, 50
GET, 36.0, 55
GET, 36.1, 65
GET, 36.2, 70
GET, 36.3, 55
GET, 36.4, 51
GET, 36.5, 66
GET, 36.6, 56
GET, 36.7, 41
GET, 36.8, 68
GET, 36.9, 69
GET, 37.0, 59
GET, 37.1, 65
GET, 37.2, 63
GET, 37.3, 67
GET, 37.4, 58
GET, 37.5, 81
GET, 37.6, 70
GET, 37.7, 83
GET, 37.8, 93
GET, 37.9, 70
GET, 38.0, 76
GET, 38.1, 77
GET, 38.2, 104
GET, 38.3, 107
GET, 38.4, 90
GET, 38.5, 103
GET, 38.6, 119
GET, 38.7, 112
GET, 38.8, 99
GET, 38.9, 124
GET, 39.0, 105
GET, 39.1, 99
GET, 39.2, 111
GET, 39.3, 124
GET, 39.4, 111
GET, 39.5, 127
GET, 39.6, 137
GET, 39.7, 166
GET, 39.8, 150
GET, 39.9, 142
GET, 40.0, 174
GET, 40.1, 152
GET, 40.2, 199
GET, 40.3, 191
GET, 40.4, 214
GET, 40.5, 253
GET, 40.6, 234
GET, 40.7, 228
GET, 40.8, 277
GET, 40.9, 246
GET, 41.0, 236
GET, 41.1, 248
GET, 41.2, 265
GET, 41.3, 247
GET, 41.4, 245
GET, 41.5, 233
GET, 41.6, 248
GET, 41.7, 244
GET, 41.8, 246
GET, 41.9, 262
GET, 42.0, 261
GET, 42.1, 240
GET, 42.2, 282
GET, 42.3, 276
GET, 42.4, 295
GET, 42.5, 245
GET, 42.6, 250
GET, 42.7, 288
GET, 42.8, 299
GET, 42.9, 275
GET, 43.0, 266
GET, 43.1, 257
GET, 43.2, 282
GET, 43.3, 301
GET, 43.4, 300
GET, 43.5, 262
GET, 43.6, 250
GET, 43.7, 289
GET, 43.8, 277
GET, 43.9, 265
GET, 44.0, 254
GET, 44.1, 254
GET, 44.2, 253
GET, 44.3, 260
GET, 44.4, 258
GET, 44.5, 265
GET, 44.6, 308
GET, 44.7, 333
GET, 44.8, 314
GET, 44.9, 350
GET, 45.0, 345
GET, 45.1, 385
GET, 45.2, 440
GET, 45.3, 472
GET, 45.4, 509
GET, 45.5, 534
GET, 45.6, 506
GET, 45.7, 563
GET, 45.8, 504
GET, 45.9, 444
GET, 46.0, 442
GET, 46.1, 390
GET, 46.2, 355
GET, 46.3, 291
GET, 46.4, 266
GET, 46.5, 216
GET, 46.6, 228
GET, 46.7, 180
GET, 46.8, 169
GET, 46.9, 175
GET, 47.0, 124
GET, 47.1, 126
GET, 47.2, 115
GET, 47.3, 108
GET, 47.4, 131
GET, 47.5, 106
GET, 47.6, 99
GET, 47.7, 90
GET, 47.8, 117
GET, 47.9, 107
GET, 48.0, 104
GET, 48.1, 91
GET, 48.2, 81
GET, 48.3, 73
GET, 48.4, 102
GET, 48.5, 75
GET, 48.6, 90
GET, 48.7, 64
GET, 48.8, 63
GET, 48.9, 86
GET, 49.0, 84
GET, 49.1, 80
GET, 49.2, 68
GET, 49.3, 91
GET, 49.4, 77
GET, 49.5, 62
GET, 49.6, 84
GET, 49.7, 64
GET, 49.8, 54
GET, 49.9, 66
GET, 50.0, 53
GET, 50.1, 62
GET, 50.2, 56
GET, 50.3, 61
GET, 50.4, 57
GET, 50.5, 57
GET, 50.6, 44
GET, 50.7, 37
GET, 50.8, 39
GET, 50.9, 49
GET, 51.0, 37
GET, 51.1, 41
GET, 51.2, 41
GET, 51.3, 26
GET, 51.4, 35
GET, 51.5, 46
GET, 51.6, 36
GET, 51.7, 29
GET, 51.8, 44
GET, 51.9, 35
GET, 52.0, 29
GET, 52.1, 31
GET, 52.2, 34
GET, 52.3, 40
GET, 52.4, 32
GET, 52.5, 33
GET, 52.6, 43
GET, 52.7, 45
GET, 52.8, 40
GET, 52.9, 43
GET, 53.0, 39
GET, 53.1, 55
GET, 53.2, 39
GET, 53.3, 34
GET, 53.4, 46
GET, 53.5, 30
GET, 53.6, 42
GET, 53.7, 34
GET, 53.8, 38
GET, 53.9, 50
GET, 54.0, 42
GET, 54.1, 34
GET, 54.2, 40
GET, 54.3, 44
GET, 54.4, 52
GET, 54.5, 43
GET, 54.6, 52
GET, 54.7, 57
GET, 54.8, 62
GET, 54.9, 63
GET, 55.0, 59
GET, 55.1, 54
GET, 55.2, 71
GET, 55.3, 85
GET, 55.4, 75
GET, 55.5, 86
GET, 55.6, 80
GET, 55.7, 80
GET, 55.8, 95
GET, 55.9, 100
GET, 56.0, 107
GET, 56.1, 88
GET, 56.2, 114
GET, 56.3, 98
GET, 56.4, 107
GET, 56.5, 107
GET, 56.6, 121
GET, 56.7, 125
GET, 56.8, 138
GET, 56.9, 116
GET, 57.0, 120
GET, 57.1, 137
GET, 57.2, 109
GET, 57.3, 144
GET, 57.4, 132
GET, 57.5, 120
GET, 57.6, 109
GET, 57.7, 152
GET, 57.8, 151
GET, 57.9, 144
GET, 58.0, 129
GET, 58.1, 135
GET, 58.2, 144
GET, 58.3, 164
GET, 58.4, 135
GET, 58.5, 148
GET, 58.6, 153
GET, 58.7, 135
GET, 58.8, 155
GET, 58.9, 171
GET, 59.0, 133
GET, 59.1, 137
GET, 59.2, 131
GET, 59.3, 130
GET, 59.4, 152
GET, 59.5, 146
GET, 59.6, 151
GET, 59.7, 166
GET, 59.8, 145
GET, 59.9, 173
GET, 60.0, 161
GET, 60.1, 160
GET, 60.2, 182
GET, 60.3, 159
GET, 60.4, 171
GET, 60.5, 164
GET, 60.6, 196
GET, 60.7, 215
GET, 60.8, 224
GET, 60.9, 278
GET, 61.0, 252
GET, 61.1, 274
GET, 61.2, 278
GET, 61.3, 311
GET, 61.4, 268
GET, 61.5, 299
GET, 61.6, 250
GET, 61.7, 259
GET, 61.8, 262
GET, 61.9, 179
GET, 62.0, 175
GET, 62.1, 170
GET, 62.2, 125
GET, 62.3, 123
GET, 62.4, 107
GET, 62.5, 88
GET, 62.6, 87
GET, 62.7, 76
GET, 62.8, 81
GET, 62.9, 53
GET, 63.0, 52
GET, 63.1, 46
GET, 63.2, 67
GET, 63.3, 50
GET, 63.4, 36
GET, 63.5, 56
GET, 63.6, 59
GET, 63.7, 50
GET, 63.8, 51
GET, 63.9, 54
GET, 64.0, 53
GET, 64.1, 49
GET, 64.2, 47
GET, 64.3, 37
GET, 64.4, 39
GET, 64.5, 51
GET, 64.6, 43
GET, 64.7, 57
GET, 64.8, 55
GET, 64.9, 68
GET, 65.0, 55
GET, 65.1, 58
GET, 65.2, 56
GET, 65.3, 53
GET, 65.4, 38
GET, 65.5, 41
GET, 65.6, 22
GET, 65.7, 45
GET, 65.8, 57
GET, 65.9, 48
GET, 66.0, 28
GET, 66.1, 36
GET, 66.2, 43
GET, 66.3, 54
GET, 66.4, 30
GET, 66.5, 39
GET, 66.6, 27
GET, 66.7, 28
GET, 66.8, 33
GET, 66.9, 26
GET, 67.0, 18
GET, 67.1, 15
GET, 67.2, 25
GET, 67.3, 23
GET, 67.4, 20
GET, 67.5, 33
GET, 67.6, 24
GET, 67.7, 36
GET, 67.8, 25
GET, 67.9, 34
GET, 68.0, 22
GET, 68.1, 22
GET, 68.2, 25
GET, 68.3, 27
GET, 68.4, 26
GET, 68.5, 31
GET, 68.6, 32
GET, 68.7, 24
GET, 68.8, 24
GET, 68.9, 34
GET, 69.0, 23
GET, 69.1, 29
GET, 69.2, 28
GET, 69.3, 30
GET, 69.4, 30
GET, 69.5, 39
GET, 69.6, 26
GET, 69.7, 35
GET, 69.8, 33
GET, 69.9, 42
GET, 70.0, 30
GET, 70.1, 28
GET, 70.2, 52
GET, 70.3, 33
GET, 70.4, 35
GET, 70.5, 33
GET, 70.6, 38
GET, 70.7, 26
GET, 70.8, 35
GET, 70.9, 38
GET, 71.0, 45
GET, 71.1, 62
GET, 71.2, 43
GET, 71.3, 65
GET, 71.4, 59
GET, 71.5, 50
GET, 71.6, 66
GET, 71.7, 69
GET, 71.8, 74
GET, 71.9, 69
GET, 72.0, 88
GET, 72.1, 100
GET, 72.2, 101
GET, 72.3, 99
GET, 72.4, 75
GET, 72.5, 79
GET, 72.6, 85
GET, 72.7, 66
GET, 72.8, 74
GET, 72.9, 83
GET, 73.0, 92
GET, 73.1, 80
GET, 73.2, 89
GET, 73.3, 89
GET, 73.4, 84
GET, 73.5, 118
GET, 73.6, 96
GET, 73.7, 141
GET, 73.8, 106
GET, 73.9, 111
GET, 74.0, 114
GET, 74.1, 99
GET, 74.2, 85
GET, 74.3, 84
GET, 74.4, 126
GET, 74.5, 105
GET, 74.6, 95
GET, 74.7, 108
GET, 74.8, 121
GET, 74.9, 89
GET, 75.0, 107
GET, 75.1, 94
GET, 75.2, 110
GET, 75.3, 106
GET, 75.4, 95
GET, 75.5, 95
GET, 75.6, 119
GET, 75.7, 87
GET, 75.8, 110
GET, 75.9, 111
GET, 76.0, 109
GET, 76.1, 124
GET, 76.2, 130
GET, 76.3, 153
GET, 76.4, 149
GET, 76.5, 157
GET, 76.6, 145
GET, 76.7, 161
GET, 76.8, 182
GET, 76.9, 198
GET, 77.0, 177
GET, 77.1, 186
GET, 77.2, 175
GET, 77.3, 175
GET, 77.4, 156
GET, 77.5, 124
GET, 77.6, 108
GET, 77.7, 105
GET, 77.8, 68
GET, 77.9, 85
GET, 78.0, 73
GET, 78.1, 56
GET, 78.2, 43
GET, 78.3, 41
GET, 78.4, 40
GET, 78.5, 47
GET, 78.6, 35
GET, 78.7, 29
GET, 78.8, 30
GET, 78.9, 30
GET, 79.0, 35
GET, 79.1, 36
GET, 79.2, 34
GET, 79.3, 33
GET, 79.4, 40
GET, 79.5, 25
GET, 79.6, 32
GET, 79.7, 33
GET, 79.8, 39
GET, 79.9, 34
GET, 80.0, 32
GET, 80.1, 35
GET, 80.2, 36
GET, 80.3, 17
GET, 80.4, 33
GET, 80.5, 34
GET, 80.6, 32
GET, 80.7, 34
GET, 80.8, 39
GET, 80.9, 25
GET, 81.0, 34
GET, 81.1, 22
GET, 81.2, 26
GET, 81.3, 28
GET, 81.4, 26
GET, 81.5, 19
GET, 81.6, 23
GET, 81.7, 26
GET, 81.8, 25
GET, 81.9, 25
GET, 82.0, 21
GET, 82.1, 28
GET, 82.2, 32
GET, 82.3, 22
GET, 82.4, 14
GET, 82.5, 13
GET, 82.6, 19
GET, 82.7, 9
GET, 82.8, 16
GET, 82.9, 7
GET, 83.0, 9
GET, 83.1, 12
GET, 83.2, 21
GET, 83.3, 21
GET, 83.4, 19
GET, 83.5, 19
GET, 83.6, 15
GET, 83.7, 14
GET, 83.8, 17
GET, 83.9, 15
GET, 84.0, 13
GET, 84.1, 19
GET, 84.2, 19
GET, 84.3, 15
GET, 84.4, 14
GET, 84.5, 20
GET, 84.6, 18
GET, 84.7, 19
GET, 84.8, 15
GET, 84.9, 22
GET, 85.0, 18
GET, 85.1, 24
GET, 85.2, 19
GET, 85.3, 22
GET, 85.4, 24
GET, 85.5, 23
GET, 85.6, 15
GET, 85.7, 20
GET, 85.8, 23
GET, 85.9, 30
GET, 86.0, 34
GET, 86.1, 22
GET, 86.2, 25
GET, 86.3, 33
GET, 86.4, 33
GET, 86.5, 26
GET, 86.6, 41
GET, 86.7, 39
GET, 86.8, 45
GET, 86.9, 33
GET, 87.0, 41
GET, 87.1, 47
GET, 87.2, 55
GET, 87.3, 59
GET, 87.4, 57
GET, 87.5, 50
GET, 87.6, 56
GET, 87.7, 56
GET, 87.8, 50
GET, 87.9, 48
GET, 88.0, 45
GET, 88.1, 41
GET, 88.2, 59
GET, 88.3, 51
GET, 88.4, 62
GET, 88.5, 72
GET, 88.6, 55
GET, 88.7, 69
GET, 88.8, 72
GET, 88.9, 78
GET, 89.0, 66
GET, 89.1, 69
GET, 89.2, 51
GET, 89.3, 58
GET, 89.4, 83
GET, 89.5, 69
GET, 89.6, 59
GET, 89.7, 76
GET, 89.8, 79
GET, 89.9, 77
GET, 90.0, 73
GET, 90.1, 53
GET, 90.2, 50
GET, 90.3, 63
GET, 90.4, 70
GET, 90.5, 59
GET, 90.6, 65
GET, 90.7, 56
GET, 90.8, 66
GET, 90.9, 63
GET, 91.0, 69
GET, 91.1, 60
GET, 91.2, 72
GET, 91.3, 67
GET, 91.4, 68
GET, 91.5, 76
GET, 91.6, 90
GET, 91.7, 69
GET, 91.8, 93
GET, 91.9, 97
GET, 92.0, 90
GET, 92.1, 91
GET, 92.2, 104
GET, 92.3, 106
GET, 92.4, 111
GET, 92.5, 127
GET, 92.6, 132
GET, 92.7, 120
GET, 92.8, 118
GET, 92.9, 111
GET, 93.0, 97
GET, 93.1, 95
GET, 93.2, 68
GET, 93.3, 65
GET, 93.4, 58
GET, 93.5, 63
GET, 93.6, 51
GET, 93.7, 48
GET, 93.8, 39
GET, 93.9, 38
GET, 94.0, 37
GET, 94.1, 32
GET, 94.2, 30
GET, 94.3, 31
GET, 94.4, 29
GET, 94.5, 33
GET, 94.6, 31
GET, 94.7, 27
GET, 94.8, 24
GET, 94.9, 24
GET, 95.0, 24
GET, 95.1, 23
GET, 95.2, 28
GET, 95.3, 17
GET, 95.4, 22
GET, 95.5, 13
GET, 95.6, 20
GET, 95.7, 15
GET, 95.8, 23
GET, 95.9, 27
GET, 96.0, 11
GET, 96.1, 12
GET, 96.2, 22
GET, 96.3, 19
GET, 96.4, 30
GET, 96.5, 19
GET, 96.6, 32
GET, 96.7, 14
GET, 96.8, 18
GET, 96.9, 16
GET, 97.0, 19
GET, 97.1, 18
GET, 97.2, 14
GET, 97.3, 15
GET, 97.4, 11
GET, 97.5, 22
GET, 97.6, 13
GET, 97.7, 11
GET, 97.8, 20
GET, 97.9, 18
GET, 98.0, 11
GET, 98.1, 7
GET, 98.2, 13
GET, 98.3, 17
GET, 98.4, 12
GET, 98.5, 8
GET, 98.6, 14
GET, 98.7, 20
GET, 98.8, 5
GET, 98.9, 17
GET, 99.0, 8
GET, 99.1, 9
GET, 99.2, 11
GET, 99.3, 9
GET, 99.4, 8
GET, 99.5, 9
GET, 99.6, 8
GET, 99.7, 15
GET, 99.8, 9
GET, 99.9, 12
GET, 100.0, 8
GET, 100.1, 11
GET, 100.2, 5
GET, 100.3, 10
GET, 100.4, 10
GET, 100.5, 11
GET, 100.6, 11
GET, 100.7, 11
GET, 100.8, 17
GET, 100.9, 27
GET, 101.0, 13
GET, 101.1, 17
GET, 101.2, 9
GET, 101.3, 15
GET, 101.4, 25
GET, 101.5, 24
GET, 101.6, 10
GET, 101.7, 22
GET, 101.8, 19
GET, 101.9, 21
GET, 102.0, 11
GET, 102.1, 21
GET, 102.2, 19
GET, 102.3, 27
GET, 102.4, 22
GET, 102.5, 22
GET, 102.6, 33
GET, 102.7, 22
GET, 102.8, 21
GET, 102.9, 35
GET, 103.0, 41
GET, 103.1, 34
GET, 103.2, 32
GET, 103.3, 18
GET, 103.4, 34
GET, 103.5, 42
GET, 103.6, 40
GET, 103.7, 37
GET, 103.8, 29
GET, 103.9, 35
GET, 104.0, 38
GET, 104.1, 35
GET, 104.2, 47
GET, 104.3, 30
GET, 104.4, 36
GET, 104.5, 43
GET, 104.6, 31
GET, 104.7, 29
GET, 104.8, 33
GET, 104.9, 26
GET, 105.0, 24
GET, 105.1, 41
GET, 105.2, 55
GET, 105.3, 51
GET, 105.4, 53
