2018-11-20 14:30:27 (2503803444590) INFO  - START: Middleware listening on address 10.0.0.11:8888.
2018-11-20 14:31:52 (2588523984264) STATS -  5.00, 1378, 54, 42.610227, 21.821578, 64.718255, 0.000000, 64.718255, 0.000000, 0, 6890, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588641606678) STATS - 10.00, 1377, 54, 43.664594, 23.164375, 66.890473, 0.000000, 66.890473, 0.000000, 0, 6887, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588730818788) STATS - 15.00, 1385, 54, 43.225029, 23.059002, 66.343279, 0.000000, 66.343279, 0.000000, 0, 6928, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588750886890) STATS - 20.00, 1405, 54, 42.425803, 22.607054, 65.093375, 0.000000, 65.093375, 0.000000, 0, 7025, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588770116893) STATS - 25.00, 1412, 54, 42.243666, 22.657115, 64.956061, 0.000000, 64.956061, 0.000000, 0, 7062, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588781729994) STATS - 30.00, 1413, 54, 42.347320, 22.576694, 64.987154, 0.000000, 64.987154, 0.000000, 0, 7067, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588800327396) STATS - 35.00, 1423, 54, 42.059866, 22.420893, 64.574022, 0.000000, 64.574022, 0.000000, 0, 7116, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588811525197) STATS - 40.00, 1421, 54, 42.127041, 22.430876, 64.626209, 0.000000, 64.626209, 0.000000, 0, 7109, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588829740199) STATS - 45.00, 1400, 54, 42.582018, 22.753802, 65.395072, 0.000000, 65.395072, 0.000000, 0, 7002, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588840310201) STATS - 50.00, 1393, 54, 42.895553, 22.862435, 65.811870, 0.000000, 65.811870, 0.000000, 0, 6966, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588850846502) STATS - 55.00, 1435, 54, 41.556715, 22.291104, 63.923761, 0.000000, 63.923761, 0.000000, 0, 7179, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588860950403) STATS - 60.00, 1445, 54, 41.211567, 22.073379, 63.355419, 0.000000, 63.355419, 0.000000, 0, 7229, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588870896404) STATS - 65.00, 1432, 54, 41.737416, 22.211750, 64.022511, 0.000000, 64.022511, 0.000000, 0, 7161, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588880614505) STATS - 70.00, 1419, 54, 42.341110, 22.518163, 64.921230, 0.000000, 64.921230, 0.000000, 0, 7096, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588888714106) STATS - 70.00, 53, 19, 23.283140, 14.253637, 37.586091, 0.000000, 37.586091, 0.000000, 0, 266, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2589104928831) STATS - Type, Interval, Responses
2018-11-20 14:31:53 (2589420447567) STATS - GET, 67.0, 66
2018-11-20 14:31:53 (2589420501967) STATS - GET, 67.1, 65
2018-11-20 14:31:53 (2589420534167) STATS - GET, 67.2, 77
2018-11-20 14:31:53 (2589420562067) STATS - GET, 67.3, 83
2018-11-20 14:31:53 (2589420592667) STATS - GET, 67.4, 64
2018-11-20 14:31:53 (2589420620567) STATS - GET, 67.5, 56
2018-11-20 14:31:53 (2589420648367) STATS - GET, 67.6, 65
2018-11-20 14:31:53 (2589420675867) STATS - GET, 67.7, 50
2018-11-20 14:31:53 (2589420703367) STATS - GET, 67.8, 46
2018-11-20 14:31:53 (2589420730867) STATS - GET, 67.9, 69
2018-11-20 14:31:53 (2589420760867) STATS - GET, 68.0, 59
2018-11-20 14:31:53 (2589420789567) STATS - GET, 68.1, 51
2018-11-20 14:31:53 (2589420817267) STATS - GET, 68.2, 56
2018-11-20 14:31:53 (2589420845267) STATS - GET, 68.3, 48
2018-11-20 14:31:53 (2589420872667) STATS - GET, 68.4, 60
2018-11-20 14:31:53 (2589420900067) STATS - GET, 68.5, 47
2018-11-20 14:31:53 (2589420927667) STATS - GET, 68.6, 53
2018-11-20 14:31:53 (2589420955567) STATS - GET, 68.7, 52
2018-11-20 14:31:53 (2589420982967) STATS - GET, 68.8, 56
2018-11-20 14:31:53 (2589421010267) STATS - GET, 68.9, 37
2018-11-20 14:31:53 (2589421039467) STATS - GET, 69.0, 60
2018-11-20 14:31:53 (2589421067267) STATS - GET, 69.1, 47
2018-11-20 14:31:53 (2589421094567) STATS - GET, 69.2, 50
2018-11-20 14:31:53 (2589421122067) STATS - GET, 69.3, 59
2018-11-20 14:31:53 (2589421150567) STATS - GET, 69.4, 49
2018-11-20 14:31:53 (2589421178467) STATS - GET, 69.5, 36
2018-11-20 14:31:53 (2589421205867) STATS - GET, 69.6, 41
2018-11-20 14:31:53 (2589421233267) STATS - GET, 69.7, 55
2018-11-20 14:31:53 (2589421260767) STATS - GET, 69.8, 66
2018-11-20 14:31:53 (2589421288367) STATS - GET, 69.9, 81
2018-11-20 14:31:53 (2589421318467) STATS - GET, 70.0, 67
2018-11-20 14:31:53 (2589421346367) STATS - GET, 70.1, 52
2018-11-20 14:31:53 (2589421372967) STATS - GET, 70.2, 60
2018-11-20 14:31:53 (2589421400667) STATS - GET, 70.3, 59
2018-11-20 14:31:53 (2589421427567) STATS - GET, 70.4, 60
2018-11-20 14:31:53 (2589421454867) STATS - GET, 70.5, 89
2018-11-20 14:31:53 (2589421482067) STATS - GET, 70.6, 98
2018-11-20 14:31:53 (2589421508967) STATS - GET, 70.7, 90
2018-11-20 14:31:53 (2589421536367) STATS - GET, 70.8, 115
2018-11-20 14:31:53 (2589421564667) STATS - GET, 70.9, 124
2018-11-20 14:31:53 (2589421592067) STATS - GET, 71.0, 153
2018-11-20 14:31:53 (2589421619667) STATS - GET, 71.1, 192
2018-11-20 14:31:53 (2589421646967) STATS - GET, 71.2, 203
2018-11-20 14:31:53 (2589421675367) STATS - GET, 71.3, 214
2018-11-20 14:31:53 (2589421702867) STATS - GET, 71.4, 208
2018-11-20 14:31:53 (2589421729967) STATS - GET, 71.5, 204
2018-11-20 14:31:53 (2589421757867) STATS - GET, 71.6, 205
2018-11-20 14:31:53 (2589421785367) STATS - GET, 71.7, 219
2018-11-20 14:31:53 (2589421813267) STATS - GET, 71.8, 228
2018-11-20 14:31:53 (2589421840867) STATS - GET, 71.9, 225
2018-11-20 14:31:53 (2589421868767) STATS - GET, 72.0, 196
2018-11-20 14:31:53 (2589421896567) STATS - GET, 72.1, 217
2018-11-20 14:31:53 (2589421924267) STATS - GET, 72.2, 195
2018-11-20 14:31:53 (2589421951867) STATS - GET, 72.3, 188
2018-11-20 14:31:53 (2589421978867) STATS - GET, 72.4, 215
2018-11-20 14:31:53 (2589422006367) STATS - GET, 72.5, 203
2018-11-20 14:31:53 (2589422033867) STATS - GET, 72.6, 206
2018-11-20 14:31:53 (2589422064067) STATS - GET, 72.7, 168
2018-11-20 14:31:53 (2589422092567) STATS - GET, 72.8, 178
2018-11-20 14:31:53 (2589422120167) STATS - GET, 72.9, 195
2018-11-20 14:31:53 (2589422148467) STATS - GET, 73.0, 182
2018-11-20 14:31:53 (2589422176767) STATS - GET, 73.1, 184
2018-11-20 14:31:53 (2589422203767) STATS - GET, 73.2, 185
2018-11-20 14:31:53 (2589422231267) STATS - GET, 73.3, 170
2018-11-20 14:31:53 (2589422257967) STATS - GET, 73.4, 192
2018-11-20 14:31:53 (2589422284767) STATS - GET, 73.5, 206
2018-11-20 14:31:53 (2589422312567) STATS - GET, 73.6, 195
2018-11-20 14:31:53 (2589422340267) STATS - GET, 73.7, 205
2018-11-20 14:31:53 (2589422367767) STATS - GET, 73.8, 187
2018-11-20 14:31:53 (2589422395467) STATS - GET, 73.9, 203
2018-11-20 14:31:53 (2589422423067) STATS - GET, 74.0, 201
2018-11-20 14:31:53 (2589422450467) STATS - GET, 74.1, 180
2018-11-20 14:31:53 (2589422477867) STATS - GET, 74.2, 221
2018-11-20 14:31:53 (2589422505667) STATS - GET, 74.3, 173
2018-11-20 14:31:53 (2589422532767) STATS - GET, 74.4, 228
2018-11-20 14:31:53 (2589422560167) STATS - GET, 74.5, 220
2018-11-20 14:31:53 (2589422587667) STATS - GET, 74.6, 223
2018-11-20 14:31:53 (2589422694667) STATS - GET, 74.7, 219
2018-11-20 14:31:53 (2589422733867) STATS - GET, 74.8, 220
2018-11-20 14:31:53 (2589422779567) STATS - GET, 74.9, 196
2018-11-20 14:31:53 (2589422814967) STATS - GET, 75.0, 205
2018-11-20 14:31:53 (2589422891867) STATS - GET, 75.1, 217
2018-11-20 14:31:53 (2589422937767) STATS - GET, 75.2, 219
2018-11-20 14:31:53 (2589422977367) STATS - GET, 75.3, 256
2018-11-20 14:31:53 (2589423009267) STATS - GET, 75.4, 234
2018-11-20 14:31:53 (2589430049668) STATS - GET, 75.5, 189
2018-11-20 14:31:53 (2589430153668) STATS - GET, 75.6, 205
2018-11-20 14:31:53 (2589430219168) STATS - GET, 75.7, 230
2018-11-20 14:31:53 (2589430253468) STATS - GET, 75.8, 217
2018-11-20 14:31:53 (2589430281468) STATS - GET, 75.9, 203
2018-11-20 14:31:53 (2589430309168) STATS - GET, 76.0, 233
2018-11-20 14:31:53 (2589430346768) STATS - GET, 76.1, 232
2018-11-20 14:31:53 (2589430371468) STATS - GET, 76.2, 277
2018-11-20 14:31:53 (2589430396868) STATS - GET, 76.3, 263
2018-11-20 14:31:53 (2589430421768) STATS - GET, 76.4, 263
2018-11-20 14:31:53 (2589430446568) STATS - GET, 76.5, 237
2018-11-20 14:31:53 (2589430471568) STATS - GET, 76.6, 284
2018-11-20 14:31:53 (2589430535768) STATS - GET, 76.7, 263
2018-11-20 14:31:53 (2589430585968) STATS - GET, 76.8, 312
2018-11-20 14:31:53 (2589430614868) STATS - GET, 76.9, 296
2018-11-20 14:31:53 (2589430642668) STATS - GET, 77.0, 338
2018-11-20 14:31:53 (2589430670068) STATS - GET, 77.1, 442
2018-11-20 14:31:53 (2589430697268) STATS - GET, 77.2, 500
2018-11-20 14:31:53 (2589430723868) STATS - GET, 77.3, 534
2018-11-20 14:31:53 (2589430750068) STATS - GET, 77.4, 661
2018-11-20 14:31:53 (2589430776368) STATS - GET, 77.5, 575
2018-11-20 14:31:53 (2589430803068) STATS - GET, 77.6, 523
2018-11-20 14:31:53 (2589430829268) STATS - GET, 77.7, 424
2018-11-20 14:31:53 (2589430855868) STATS - GET, 77.8, 286
2018-11-20 14:31:53 (2589430881768) STATS - GET, 77.9, 210
2018-11-20 14:31:53 (2589430931368) STATS - GET, 78.0, 171
2018-11-20 14:31:53 (2589430956168) STATS - GET, 78.1, 92
2018-11-20 14:31:53 (2589430980168) STATS - GET, 78.2, 93
2018-11-20 14:31:53 (2589431005068) STATS - GET, 78.3, 69
2018-11-20 14:31:53 (2589431029668) STATS - GET, 78.4, 72
2018-11-20 14:31:53 (2589431053868) STATS - GET, 78.5, 54
2018-11-20 14:31:53 (2589431079068) STATS - GET, 78.6, 33
2018-11-20 14:31:53 (2589431103368) STATS - GET, 78.7, 41
2018-11-20 14:31:53 (2589431127568) STATS - GET, 78.8, 41
2018-11-20 14:31:53 (2589431151368) STATS - GET, 78.9, 39
2018-11-20 14:31:53 (2589431176168) STATS - GET, 79.0, 39
2018-11-20 14:31:53 (2589431200768) STATS - GET, 79.1, 40
2018-11-20 14:31:53 (2589431225168) STATS - GET, 79.2, 33
2018-11-20 14:31:53 (2589431249968) STATS - GET, 79.3, 37
2018-11-20 14:31:53 (2589431274068) STATS - GET, 79.4, 28
2018-11-20 14:31:53 (2589431298468) STATS - GET, 79.5, 30
2018-11-20 14:31:53 (2589431323068) STATS - GET, 79.6, 36
2018-11-20 14:31:53 (2589431347568) STATS - GET, 79.7, 42
2018-11-20 14:31:53 (2589431372368) STATS - GET, 79.8, 27
2018-11-20 14:31:53 (2589431396868) STATS - GET, 79.9, 39
2018-11-20 14:31:53 (2589431422568) STATS - GET, 80.0, 38
2018-11-20 14:31:53 (2589431447668) STATS - GET, 80.1, 38
2018-11-20 14:31:53 (2589431471968) STATS - GET, 80.2, 29
2018-11-20 14:31:53 (2589431497968) STATS - GET, 80.3, 26
2018-11-20 14:31:53 (2589431522168) STATS - GET, 80.4, 30
2018-11-20 14:31:53 (2589431546068) STATS - GET, 80.5, 33
2018-11-20 14:31:53 (2589431570568) STATS - GET, 80.6, 28
2018-11-20 14:31:53 (2589431594668) STATS - GET, 80.7, 18
2018-11-20 14:31:53 (2589431619268) STATS - GET, 80.8, 20
2018-11-20 14:31:53 (2589431643668) STATS - GET, 80.9, 19
2018-11-20 14:31:53 (2589431668568) STATS - GET, 81.0, 30
2018-11-20 14:31:53 (2589431720668) STATS - GET, 81.1, 20
2018-11-20 14:31:53 (2589431749068) STATS - GET, 81.2, 41
2018-11-20 14:31:53 (2589431774268) STATS - GET, 81.3, 22
2018-11-20 14:31:53 (2589431798868) STATS - GET, 81.4, 21
2018-11-20 14:31:53 (2589431823268) STATS - GET, 81.5, 18
2018-11-20 14:31:53 (2589431848468) STATS - GET, 81.6, 16
2018-11-20 14:31:53 (2589431876568) STATS - GET, 81.7, 13
2018-11-20 14:31:53 (2589431901768) STATS - GET, 81.8, 18
2018-11-20 14:31:53 (2589431925968) STATS - GET, 81.9, 24
2018-11-20 14:31:53 (2589431950868) STATS - GET, 82.0, 14
2018-11-20 14:31:53 (2589431975568) STATS - GET, 82.1, 26
2018-11-20 14:31:53 (2589432000068) STATS - GET, 82.2, 18
2018-11-20 14:31:53 (2589432057168) STATS - GET, 82.3, 24
2018-11-20 14:31:53 (2589432083968) STATS - GET, 82.4, 24
2018-11-20 14:31:53 (2589432110568) STATS - GET, 82.5, 14
2018-11-20 14:31:53 (2589432137568) STATS - GET, 82.6, 17
2018-11-20 14:31:53 (2589432164268) STATS - GET, 82.7, 16
2018-11-20 14:31:53 (2589432191768) STATS - GET, 82.8, 25
2018-11-20 14:31:53 (2589432218468) STATS - GET, 82.9, 16
2018-11-20 14:31:53 (2589432246068) STATS - GET, 83.0, 24
2018-11-20 14:31:53 (2589432273568) STATS - GET, 83.1, 17
2018-11-20 14:31:53 (2589432300468) STATS - GET, 83.2, 25
2018-11-20 14:31:53 (2589432338268) STATS - GET, 83.3, 23
2018-11-20 14:31:53 (2589432362368) STATS - GET, 83.4, 19
2018-11-20 14:31:53 (2589432386168) STATS - GET, 83.5, 26
2018-11-20 14:31:53 (2589432410668) STATS - GET, 83.6, 21
2018-11-20 14:31:53 (2589432434568) STATS - GET, 83.7, 33
2018-11-20 14:31:53 (2589432461568) STATS - GET, 83.8, 13
2018-11-20 14:31:53 (2589432488268) STATS - GET, 83.9, 15
2018-11-20 14:31:53 (2589432513468) STATS - GET, 84.0, 24
2018-11-20 14:31:53 (2589432537568) STATS - GET, 84.1, 15
2018-11-20 14:31:53 (2589432573468) STATS - GET, 84.2, 19
2018-11-20 14:31:53 (2589432598968) STATS - GET, 84.3, 16
2018-11-20 14:31:53 (2589432636468) STATS - GET, 84.4, 16
2018-11-20 14:31:53 (2589432662468) STATS - GET, 84.5, 23
2018-11-20 14:31:53 (2589432688668) STATS - GET, 84.6, 22
2018-11-20 14:31:53 (2589432714968) STATS - GET, 84.7, 21
2018-11-20 14:31:53 (2589432753068) STATS - GET, 84.8, 16
2018-11-20 14:31:53 (2589432780268) STATS - GET, 84.9, 19
2018-11-20 14:31:53 (2589432807368) STATS - GET, 85.0, 21
2018-11-20 14:31:53 (2589432834668) STATS - GET, 85.1, 19
2018-11-20 14:31:53 (2589432863468) STATS - GET, 85.2, 15
2018-11-20 14:31:53 (2589432915768) STATS - GET, 85.3, 20
2018-11-20 14:31:53 (2589432942468) STATS - GET, 85.4, 9
2018-11-20 14:31:53 (2589432968168) STATS - GET, 85.5, 15
2018-11-20 14:31:53 (2589440060169) STATS - GET, 85.6, 11
2018-11-20 14:31:53 (2589440147069) STATS - GET, 85.7, 25
2018-11-20 14:31:53 (2589440191769) STATS - GET, 85.8, 23
2018-11-20 14:31:53 (2589440221169) STATS - GET, 85.9, 21
2018-11-20 14:31:53 (2589440247669) STATS - GET, 86.0, 22
2018-11-20 14:31:53 (2589440275869) STATS - GET, 86.1, 28
2018-11-20 14:31:53 (2589440300469) STATS - GET, 86.2, 25
2018-11-20 14:31:53 (2589440335669) STATS - GET, 86.3, 18
2018-11-20 14:31:53 (2589440360069) STATS - GET, 86.4, 26
2018-11-20 14:31:53 (2589440383269) STATS - GET, 86.5, 34
2018-11-20 14:31:53 (2589440406469) STATS - GET, 86.6, 61
2018-11-20 14:31:53 (2589440429869) STATS - GET, 86.7, 51
2018-11-20 14:31:53 (2589440453469) STATS - GET, 86.8, 52
2018-11-20 14:31:53 (2589440476669) STATS - GET, 86.9, 47
2018-11-20 14:31:53 (2589440517769) STATS - GET, 87.0, 45
2018-11-20 14:31:53 (2589440550769) STATS - GET, 87.1, 52
2018-11-20 14:31:53 (2589440572469) STATS - GET, 87.2, 61
2018-11-20 14:31:53 (2589440594069) STATS - GET, 87.3, 60
2018-11-20 14:31:53 (2589440615469) STATS - GET, 87.4, 62
2018-11-20 14:31:53 (2589440660769) STATS - GET, 87.5, 43
2018-11-20 14:31:53 (2589440734469) STATS - GET, 87.6, 73
2018-11-20 14:31:53 (2589440761069) STATS - GET, 87.7, 49
2018-11-20 14:31:53 (2589440795169) STATS - GET, 87.8, 61
2018-11-20 14:31:53 (2589440831269) STATS - GET, 87.9, 68
2018-11-20 14:31:53 (2589440865369) STATS - GET, 88.0, 49
2018-11-20 14:31:53 (2589440900269) STATS - GET, 88.1, 57
2018-11-20 14:31:53 (2589440925169) STATS - GET, 88.2, 59
2018-11-20 14:31:53 (2589440949669) STATS - GET, 88.3, 53
2018-11-20 14:31:53 (2589440973769) STATS - GET, 88.4, 62
2018-11-20 14:31:53 (2589440997369) STATS - GET, 88.5, 50
2018-11-20 14:31:53 (2589441021569) STATS - GET, 88.6, 49
2018-11-20 14:31:53 (2589441045569) STATS - GET, 88.7, 58
2018-11-20 14:31:53 (2589441070969) STATS - GET, 88.8, 50
2018-11-20 14:31:53 (2589441094669) STATS - GET, 88.9, 40
2018-11-20 14:31:53 (2589441118469) STATS - GET, 89.0, 37
2018-11-20 14:31:53 (2589441142569) STATS - GET, 89.1, 56
2018-11-20 14:31:53 (2589441166069) STATS - GET, 89.2, 61
2018-11-20 14:31:53 (2589441189369) STATS - GET, 89.3, 56
2018-11-20 14:31:53 (2589441212769) STATS - GET, 89.4, 47
2018-11-20 14:31:53 (2589441236369) STATS - GET, 89.5, 50
2018-11-20 14:31:53 (2589441262069) STATS - GET, 89.6, 48
2018-11-20 14:31:53 (2589441285869) STATS - GET, 89.7, 46
2018-11-20 14:31:53 (2589441309769) STATS - GET, 89.8, 57
2018-11-20 14:31:53 (2589441332769) STATS - GET, 89.9, 49
2018-11-20 14:31:53 (2589441362669) STATS - GET, 90.0, 52
2018-11-20 14:31:53 (2589441387969) STATS - GET, 90.1, 51
2018-11-20 14:31:53 (2589441411469) STATS - GET, 90.2, 47
2018-11-20 14:31:53 (2589441436369) STATS - GET, 90.3, 40
2018-11-20 14:31:53 (2589441459869) STATS - GET, 90.4, 47
2018-11-20 14:31:53 (2589441484869) STATS - GET, 90.5, 50
2018-11-20 14:31:53 (2589441508769) STATS - GET, 90.6, 43
2018-11-20 14:31:53 (2589441532069) STATS - GET, 90.7, 41
2018-11-20 14:31:53 (2589441557069) STATS - GET, 90.8, 53
2018-11-20 14:31:53 (2589441581569) STATS - GET, 90.9, 48
2018-11-20 14:31:53 (2589441605669) STATS - GET, 91.0, 58
2018-11-20 14:31:53 (2589441629469) STATS - GET, 91.1, 61
2018-11-20 14:31:53 (2589441653169) STATS - GET, 91.2, 62
2018-11-20 14:31:53 (2589441677369) STATS - GET, 91.3, 42
2018-11-20 14:31:53 (2589441700869) STATS - GET, 91.4, 37
2018-11-20 14:31:53 (2589441724469) STATS - GET, 91.5, 39
2018-11-20 14:31:53 (2589441748069) STATS - GET, 91.6, 26
2018-11-20 14:31:53 (2589441781969) STATS - GET, 91.7, 40
2018-11-20 14:31:53 (2589441804869) STATS - GET, 91.8, 60
2018-11-20 14:31:53 (2589441827669) STATS - GET, 91.9, 48
2018-11-20 14:31:53 (2589441851069) STATS - GET, 92.0, 61
2018-11-20 14:31:53 (2589441874269) STATS - GET, 92.1, 36
2018-11-20 14:31:53 (2589441896969) STATS - GET, 92.2, 47
2018-11-20 14:31:53 (2589441920469) STATS - GET, 92.3, 59
2018-11-20 14:31:53 (2589441955369) STATS - GET, 92.4, 62
2018-11-20 14:31:53 (2589441987469) STATS - GET, 92.5, 54
2018-11-20 14:31:53 (2589442009169) STATS - GET, 92.6, 74
2018-11-20 14:31:53 (2589442030069) STATS - GET, 92.7, 81
2018-11-20 14:31:53 (2589442051369) STATS - GET, 92.8, 94
2018-11-20 14:31:53 (2589442072269) STATS - GET, 92.9, 142
2018-11-20 14:31:53 (2589442094069) STATS - GET, 93.0, 177
2018-11-20 14:31:53 (2589442115469) STATS - GET, 93.1, 181
2018-11-20 14:31:53 (2589442136769) STATS - GET, 93.2, 148
2018-11-20 14:31:53 (2589442158069) STATS - GET, 93.3, 119
2018-11-20 14:31:53 (2589442178769) STATS - GET, 93.4, 94
2018-11-20 14:31:53 (2589442199669) STATS - GET, 93.5, 65
2018-11-20 14:31:53 (2589442220869) STATS - GET, 93.6, 70
2018-11-20 14:31:53 (2589442241769) STATS - GET, 93.7, 43
2018-11-20 14:31:53 (2589442263269) STATS - GET, 93.8, 31
2018-11-20 14:31:53 (2589442284369) STATS - GET, 93.9, 24
2018-11-20 14:31:53 (2589442305869) STATS - GET, 94.0, 19
2018-11-20 14:31:53 (2589442327469) STATS - GET, 94.1, 18
2018-11-20 14:31:53 (2589442348669) STATS - GET, 94.2, 20
2018-11-20 14:31:53 (2589442370169) STATS - GET, 94.3, 14
2018-11-20 14:31:53 (2589442391269) STATS - GET, 94.4, 23
2018-11-20 14:31:53 (2589442412269) STATS - GET, 94.5, 19
2018-11-20 14:31:53 (2589442433769) STATS - GET, 94.6, 21
2018-11-20 14:31:53 (2589442454869) STATS - GET, 94.7, 26
2018-11-20 14:31:53 (2589442476069) STATS - GET, 94.8, 23
2018-11-20 14:31:53 (2589442509369) STATS - GET, 94.9, 27
2018-11-20 14:31:53 (2589442531569) STATS - GET, 95.0, 19
2018-11-20 14:31:53 (2589442566069) STATS - GET, 95.1, 15
2018-11-20 14:31:53 (2589442600569) STATS - GET, 95.2, 20
2018-11-20 14:31:53 (2589442654669) STATS - GET, 95.3, 24
2018-11-20 14:31:53 (2589442682869) STATS - GET, 95.4, 27
2018-11-20 14:31:53 (2589442706969) STATS - GET, 95.5, 17
2018-11-20 14:31:53 (2589442730969) STATS - GET, 95.6, 15
2018-11-20 14:31:53 (2589442754769) STATS - GET, 95.7, 17
2018-11-20 14:31:53 (2589442778169) STATS - GET, 95.8, 14
2018-11-20 14:31:53 (2589442801669) STATS - GET, 95.9, 15
2018-11-20 14:31:53 (2589442826369) STATS - GET, 96.0, 16
2018-11-20 14:31:53 (2589442850669) STATS - GET, 96.1, 17
2018-11-20 14:31:53 (2589442874269) STATS - GET, 96.2, 16
2018-11-20 14:31:53 (2589442897969) STATS - GET, 96.3, 15
2018-11-20 14:31:53 (2589442921669) STATS - GET, 96.4, 12
2018-11-20 14:31:53 (2589449954470) STATS - GET, 96.5, 11
2018-11-20 14:31:53 (2589450014270) STATS - GET, 96.6, 10
2018-11-20 14:31:53 (2589450042870) STATS - GET, 96.7, 9
2018-11-20 14:31:53 (2589450068370) STATS - GET, 96.8, 10
2018-11-20 14:31:53 (2589450120270) STATS - GET, 96.9, 15
2018-11-20 14:31:53 (2589450143970) STATS - GET, 97.0, 8
2018-11-20 14:31:53 (2589450166470) STATS - GET, 97.1, 6
2018-11-20 14:31:53 (2589450198770) STATS - GET, 97.2, 7
2018-11-20 14:31:53 (2589450219870) STATS - GET, 97.3, 6
2018-11-20 14:31:53 (2589450240570) STATS - GET, 97.4, 5
2018-11-20 14:31:53 (2589450260670) STATS - GET, 97.5, 7
2018-11-20 14:31:53 (2589450280770) STATS - GET, 97.6, 6
2018-11-20 14:31:53 (2589450301070) STATS - GET, 97.7, 3
2018-11-20 14:31:53 (2589450321670) STATS - GET, 97.8, 2
2018-11-20 14:31:53 (2589450341570) STATS - GET, 97.9, 5
2018-11-20 14:31:53 (2589450362070) STATS - GET, 98.0, 5
2018-11-20 14:31:53 (2589450382570) STATS - GET, 98.1, 6
2018-11-20 14:31:53 (2589450402670) STATS - GET, 98.2, 5
2018-11-20 14:31:53 (2589450427270) STATS - GET, 98.3, 3
2018-11-20 14:31:53 (2589450447970) STATS - GET, 98.4, 6
2018-11-20 14:31:53 (2589450468370) STATS - GET, 98.5, 4
2018-11-20 14:31:53 (2589450488970) STATS - GET, 98.6, 3
2018-11-20 14:31:53 (2589450509170) STATS - GET, 98.7, 4
2018-11-20 14:31:53 (2589450530470) STATS - GET, 98.8, 5
2018-11-20 14:31:53 (2589450550970) STATS - GET, 98.9, 4
2018-11-20 14:31:53 (2589450571870) STATS - GET, 99.0, 4
2018-11-20 14:31:53 (2589450592270) STATS - GET, 99.1, 7
2018-11-20 14:31:53 (2589450612570) STATS - GET, 99.2, 10
2018-11-20 14:31:53 (2589450632670) STATS - GET, 99.3, 7
2018-11-20 14:31:53 (2589450652670) STATS - GET, 99.4, 6
2018-11-20 14:31:53 (2589450672770) STATS - GET, 99.5, 2
2018-11-20 14:31:53 (2589450692870) STATS - GET, 99.6, 5
2018-11-20 14:31:53 (2589450712670) STATS - GET, 99.7, 1
2018-11-20 14:31:53 (2589450732670) STATS - GET, 99.8, 3
2018-11-20 14:31:53 (2589450752670) STATS - GET, 99.9, 7
2018-11-20 14:31:53 (2589450773770) STATS - GET, 100.0, 0
2018-11-20 14:31:53 (2589450794570) STATS - GET, 100.1, 1
2018-11-20 14:31:53 (2589450814970) STATS - GET, 100.2, 2
2018-11-20 14:31:53 (2589450835170) STATS - GET, 100.3, 4
2018-11-20 14:31:53 (2589450858470) STATS - GET, 100.4, 5
2018-11-20 14:31:53 (2589450880170) STATS - GET, 100.5, 6
2018-11-20 14:31:53 (2589452938670) STATS - GET, 100.6, 3
2018-11-20 14:31:53 (2589453014670) STATS - GET, 100.7, 1
2018-11-20 14:31:53 (2589453093370) STATS - GET, 100.8, 3
2018-11-20 14:31:53 (2589453119870) STATS - GET, 100.9, 5
2018-11-20 14:31:53 (2589453143670) STATS - GET, 101.0, 0
2018-11-20 14:31:53 (2589453165470) STATS - GET, 101.1, 0
2018-11-20 14:31:53 (2589453186370) STATS - GET, 101.2, 5
2018-11-20 14:31:53 (2589453216970) STATS - GET, 101.3, 1
2018-11-20 14:31:53 (2589453238770) STATS - GET, 101.4, 4
2018-11-20 14:31:53 (2589453258870) STATS - GET, 101.5, 7
2018-11-20 14:31:53 (2589453279170) STATS - GET, 101.6, 4
2018-11-20 14:31:53 (2589453299170) STATS - GET, 101.7, 6
2018-11-20 14:31:53 (2589453347470) STATS - GET, 101.8, 5
2018-11-20 14:31:53 (2589453367270) STATS - GET, 101.9, 10
2018-11-20 14:31:53 (2589453387270) STATS - GET, 102.0, 13
2018-11-20 14:31:53 (2589453406370) STATS - GET, 102.1, 11
2018-11-20 14:31:53 (2589453424970) STATS - GET, 102.2, 10
2018-11-20 14:31:53 (2589453443970) STATS - GET, 102.3, 20
2018-11-20 14:31:53 (2589453462370) STATS - GET, 102.4, 9
2018-11-20 14:31:53 (2589453481070) STATS - GET, 102.5, 10
